filename,width,height,class,xmin,ymin,xmax,ymax
glass224.jpg,512,384,glass,47,158,300,236
glass225.jpg,512,384,glass,108,120,419,253
glass226.jpg,512,384,glass,156,157,465,384
glass227.jpg,512,384,glass,95,141,332,290
glass228.jpg,512,384,glass,212,109,332,241
glass229.jpg,512,384,glass,85,136,444,295
glass23.jpg,512,384,glass,71,11,509,384
glass230.jpg,512,384,glass,100,133,350,247
glass231.jpg,512,384,glass,100,12,250,384
glass232.jpg,512,384,glass,91,86,437,343
glass233.jpg,512,384,glass,168,7,443,204
glass234.jpg,512,384,glass,2,179,231,284
glass235.jpg,512,384,glass,156,146,338,384
glass236.jpg,512,384,glass,102,97,342,265
glass237.jpg,512,384,glass,68,144,299,232
glass238.jpg,512,384,glass,144,4,301,231
glass239.jpg,512,384,glass,220,164,511,269
glass24.jpg,512,384,glass,198,148,305,245
glass240.jpg,512,384,glass,268,136,511,384
glass241.jpg,512,384,glass,122,187,283,384
glass242.jpg,512,384,glass,264,112,512,240
glass243.jpg,512,384,glass,241,1,445,383
glass244.jpg,512,384,glass,7,125,401,279
glass245.jpg,512,384,glass,77,66,403,326
glass246.jpg,512,384,glass,33,172,292,300
glass247.jpg,512,384,glass,4,129,367,335
glass248.jpg,512,384,glass,57,123,458,294
glass249.jpg,512,384,glass,61,167,411,340
glass25.jpg,512,384,glass,125,123,471,381
glass250.jpg,512,384,glass,71,137,405,274
glass251.jpg,512,384,glass,64,70,338,290
glass252.jpg,512,384,glass,190,181,320,384
glass253.jpg,512,384,glass,208,143,367,384
glass254.jpg,512,384,glass,37,286,482,384
glass255.jpg,512,384,glass,38,26,433,162
glass256.jpg,512,384,glass,2,265,350,384
glass257.jpg,512,384,glass,227,56,354,266
glass258.jpg,512,384,glass,1,171,366,360
glass259.jpg,512,384,glass,56,178,372,316
glass26.jpg,512,384,glass,39,65,439,309
glass260.jpg,512,384,glass,125,115,511,380
glass261.jpg,512,384,glass,99,124,455,384
glass262.jpg,512,384,glass,235,187,383,384
glass263.jpg,512,384,glass,1,171,291,341
glass264.jpg,512,384,glass,119,67,486,384
glass265.jpg,512,384,glass,196,73,438,384
glass266.jpg,512,384,glass,5,195,302,376
glass267.jpg,512,384,glass,12,60,491,212
glass268.jpg,512,384,glass,2,3,418,352
glass269.jpg,512,384,glass,4,63,486,266
glass27.jpg,512,384,glass,143,42,427,382
glass270.jpg,512,384,glass,161,1,338,351
glass271.jpg,512,384,glass,159,11,359,384
glass272.jpg,512,384,glass,7,116,446,244
glass273.jpg,512,384,glass,142,28,396,384
glass274.jpg,512,384,glass,1,83,372,317
glass275.jpg,512,384,glass,251,1,469,375
glass276.jpg,512,384,glass,195,178,354,384
glass277.jpg,512,384,glass,91,119,512,296
glass278.jpg,512,384,glass,64,1,201,268
glass278.jpg,512,384,glass,235,4,325,103
glass278.jpg,512,384,glass,223,130,326,193
glass278.jpg,512,384,glass,392,313,459,362
glass278.jpg,512,384,glass,17,330,112,384
glass279.jpg,512,384,glass,1,7,512,269
glass28.jpg,512,384,glass,126,1,405,325
glass280.jpg,512,384,glass,1,1,332,384
glass281.jpg,512,384,glass,202,151,331,270
glass282.jpg,512,384,glass,109,42,391,313
glass283.jpg,512,384,glass,159,100,464,384
glass284.jpg,512,384,glass,154,131,502,384
glass285.jpg,512,384,glass,164,192,429,382
glass286.jpg,512,384,glass,170,70,383,379
glass287.jpg,512,384,glass,7,119,385,383
glass288.jpg,512,384,glass,144,73,337,264
glass289.jpg,512,384,glass,171,79,382,351
glass29.jpg,512,384,glass,190,1,446,384
glass290.jpg,512,384,glass,2,1,331,384
glass291.jpg,512,384,glass,240,7,479,384
glass292.jpg,512,384,glass,219,56,446,382
glass293.jpg,512,384,glass,104,95,508,384
glass294.jpg,512,384,glass,51,53,311,306
glass295.jpg,512,384,glass,95,96,374,319
glass296.jpg,512,384,glass,57,92,426,384
glass297.jpg,512,384,glass,79,61,349,330
glass298.jpg,512,384,glass,134,2,411,178
glass299.jpg,512,384,glass,75,51,511,208
glass3.jpg,512,384,glass,133,117,299,250
glass30.jpg,512,384,glass,225,82,354,384
glass300.jpg,512,384,glass,215,34,409,383
glass301.jpg,512,384,glass,2,54,497,255
glass302.jpg,512,384,glass,73,5,394,314
glass303.jpg,512,384,glass,41,111,510,290
glass304.jpg,512,384,glass,191,115,363,248
glass305.jpg,512,384,glass,47,120,438,239
glass306.jpg,512,384,glass,54,24,479,247
glass307.jpg,512,384,glass,1,25,349,305
glass308.jpg,512,384,glass,42,16,421,379
glass309.jpg,512,384,glass,121,6,507,380
glass31.jpg,512,384,glass,30,51,358,362
glass310.jpg,512,384,glass,5,132,461,379
glass311.jpg,512,384,glass,28,124,508,324
glass312.jpg,512,384,glass,3,3,377,383
glass313.jpg,512,384,glass,2,28,376,384
glass314.jpg,512,384,glass,1,40,286,308
glass315.jpg,512,384,glass,73,105,440,384
glass316.jpg,512,384,glass,41,4,505,382
glass317.jpg,512,384,glass,20,144,475,270
glass318.jpg,512,384,glass,113,3,511,382
glass319.jpg,512,384,glass,1,119,509,338
glass32.jpg,512,384,glass,151,105,511,380
glass320.jpg,512,384,glass,31,126,428,273
glass321.jpg,512,384,glass,131,4,340,381
glass322.jpg,512,384,glass,56,137,413,382
glass323.jpg,512,384,glass,1,105,281,381
glass324.jpg,512,384,glass,74,57,511,378
glass325.jpg,512,384,glass,115,97,309,246
glass326.jpg,512,384,glass,64,4,511,323
glass327.jpg,512,384,glass,1,90,494,304
glass328.jpg,512,384,glass,185,5,413,384
glass329.jpg,512,384,glass,204,60,418,384
glass33.jpg,512,384,glass,104,17,510,384
glass330.jpg,512,384,glass,150,92,363,383
glass331.jpg,512,384,glass,131,60,391,307
glass332.jpg,512,384,glass,34,26,460,304
glass333.jpg,512,384,glass,195,4,409,355
glass334.jpg,512,384,glass,2,1,512,382
glass335.jpg,512,384,glass,168,100,481,383
glass336.jpg,512,384,glass,69,48,422,284
glass337.jpg,512,384,glass,91,8,352,277
glass338.jpg,512,384,glass,95,122,356,254
glass339.jpg,512,384,glass,196,129,304,223
glass34.jpg,512,384,glass,20,55,433,317
glass340.jpg,512,384,glass,113,7,511,384
glass341.jpg,512,384,glass,109,1,511,330
glass342.jpg,512,384,glass,114,1,461,384
glass343.jpg,512,384,glass,179,67,461,384
glass344.jpg,512,384,glass,182,138,325,258
glass345.jpg,512,384,glass,204,16,430,382
glass346.jpg,512,384,glass,151,1,511,383
glass347.jpg,512,384,glass,16,169,293,384
glass348.jpg,512,384,glass,30,79,474,264
glass349.jpg,512,384,glass,117,181,442,384
glass35.jpg,512,384,glass,13,1,447,362
glass350.jpg,512,384,glass,192,78,511,382
glass351.jpg,512,384,glass,3,3,511,245
glass352.jpg,512,384,glass,97,58,375,359
glass353.jpg,512,384,glass,146,130,360,384
glass354.jpg,512,384,glass,29,125,446,267
glass355.jpg,512,384,glass,107,3,511,272
glass356.jpg,512,384,glass,69,13,426,334
glass357.jpg,512,384,glass,1,1,512,383
glass358.jpg,512,384,glass,211,79,511,372
glass359.jpg,512,384,glass,2,3,512,298
glass36.jpg,512,384,glass,163,110,492,384
glass360.jpg,512,384,glass,64,78,511,292
glass361.jpg,512,384,glass,100,51,423,384
glass362.jpg,512,384,glass,116,55,336,327
glass363.jpg,512,384,glass,33,160,510,316
glass364.jpg,512,384,glass,11,4,510,384
glass365.jpg,512,384,glass,149,5,346,275
glass366.jpg,512,384,glass,231,80,476,382
glass367.jpg,512,384,glass,92,135,509,306
glass368.jpg,512,384,glass,227,54,416,384
glass369.jpg,512,384,glass,36,137,507,384
glass37.jpg,512,384,glass,29,122,483,251
glass370.jpg,512,384,glass,45,105,511,265
glass371.jpg,512,384,glass,91,63,442,384
glass372.jpg,512,384,glass,42,109,445,257
glass373.jpg,512,384,glass,177,1,355,344
glass374.jpg,512,384,glass,8,55,511,307
glass375.jpg,512,384,glass,129,104,511,313
glass376.jpg,512,384,glass,65,119,511,375
glass377.jpg,512,384,glass,50,1,435,384
glass378.jpg,512,384,glass,169,158,486,384
glass379.jpg,512,384,glass,1,3,399,368
glass38.jpg,512,384,glass,63,129,448,384
glass380.jpg,512,384,glass,158,120,311,256
glass381.jpg,512,384,glass,1,22,512,307
glass382.jpg,512,384,glass,212,112,462,384
glass383.jpg,512,384,glass,96,17,467,375
glass384.jpg,512,384,glass,9,87,486,290
glass385.jpg,512,384,glass,141,3,445,384
glass386.jpg,512,384,glass,190,130,506,384
glass387.jpg,512,384,glass,42,71,417,338
glass388.jpg,512,384,glass,181,2,452,384
glass389.jpg,512,384,glass,124,37,458,384
glass39.jpg,512,384,glass,63,83,473,315
glass390.jpg,512,384,glass,12,136,500,379
glass391.jpg,512,384,glass,54,24,497,368
glass392.jpg,512,384,glass,111,29,424,316
glass393.jpg,512,384,glass,196,69,500,383
glass394.jpg,512,384,glass,1,1,328,323
glass395.jpg,512,384,glass,90,150,511,332
glass396.jpg,512,384,glass,184,16,512,322
glass397.jpg,512,384,glass,1,47,475,328
glass398.jpg,512,384,glass,118,74,384,326
glass399.jpg,512,384,glass,4,88,465,296
glass4.jpg,512,384,glass,120,109,370,277
glass40.jpg,512,384,glass,12,1,510,384
glass400.jpg,512,384,glass,221,1,511,380
glass401.jpg,512,384,glass,3,4,510,381
glass41.jpg,512,384,glass,163,76,399,347
glass42.jpg,512,384,glass,2,6,466,375
glass43.jpg,512,384,glass,19,28,446,384
glass44.jpg,512,384,glass,22,90,463,240
glass45.jpg,512,384,glass,141,101,511,367
glass46.jpg,512,384,glass,68,104,427,277
glass47.jpg,512,384,glass,113,129,377,300
glass48.jpg,512,384,glass,134,146,310,304
glass49.jpg,512,384,glass,129,1,480,348
glass5.jpg,512,384,glass,146,134,277,269
glass50.jpg,512,384,glass,1,1,380,309
glass51.jpg,512,384,glass,183,133,405,384
glass52.jpg,512,384,glass,8,70,354,336
glass53.jpg,512,384,glass,225,158,451,384
glass54.jpg,512,384,glass,177,1,493,383
glass55.jpg,512,384,glass,1,6,391,309
glass56.jpg,512,384,glass,197,8,464,384
glass57.jpg,512,384,glass,197,58,511,383
glass58.jpg,512,384,glass,183,1,388,384
glass59.jpg,512,384,glass,166,122,508,384
glass6.jpg,512,384,glass,193,61,322,285
glass60.jpg,512,384,glass,178,4,511,245
glass61.jpg,512,384,glass,135,25,511,382
glass62.jpg,512,384,glass,3,1,511,380
glass63.jpg,512,384,glass,188,49,395,384
glass64.jpg,512,384,glass,137,115,383,382
glass65.jpg,512,384,glass,72,34,509,384
glass66.jpg,512,384,glass,2,76,408,275
glass67.jpg,512,384,glass,43,97,511,379
glass68.jpg,512,384,glass,88,1,471,380
glass69.jpg,512,384,glass,31,126,328,258
glass7.jpg,512,384,glass,154,52,447,384
glass70.jpg,512,384,glass,3,116,492,384
glass71.jpg,512,384,glass,174,10,394,350
glass72.jpg,512,384,glass,127,62,512,382
glass73.jpg,512,384,glass,159,91,512,329
glass74.jpg,512,384,glass,186,139,281,224
glass75.jpg,512,384,glass,36,93,413,307
glass76.jpg,512,384,glass,178,62,410,283
glass77.jpg,512,384,glass,65,1,511,327
glass78.jpg,512,384,glass,5,69,512,218
glass79.jpg,512,384,glass,213,5,426,341
glass8.jpg,512,384,glass,142,173,357,384
glass80.jpg,512,384,glass,1,3,432,333
glass81.jpg,512,384,glass,41,102,447,293
glass82.jpg,512,384,glass,192,3,401,336
glass83.jpg,512,384,glass,19,63,511,209
glass84.jpg,512,384,glass,139,97,465,321
glass85.jpg,512,384,glass,3,2,512,382
glass86.jpg,512,384,glass,113,98,503,384
glass87.jpg,512,384,glass,150,123,449,311
glass88.jpg,512,384,glass,62,83,432,212
glass89.jpg,512,384,glass,90,50,428,352
glass9.jpg,512,384,glass,80,74,395,346
glass90.jpg,512,384,glass,135,2,358,384
glass91.jpg,512,384,glass,217,109,511,384
glass92.jpg,512,384,glass,105,57,384,325
glass93.jpg,512,384,glass,1,55,510,212
glass94.jpg,512,384,glass,235,186,398,384
glass95.jpg,512,384,glass,49,139,398,263
glass96.jpg,512,384,glass,170,63,348,384
glass97.jpg,512,384,glass,257,2,504,384
glass98.jpg,512,384,glass,103,2,421,384
glass99.jpg,512,384,glass,141,56,512,382
metal1.jpg,512,384,metal,3,2,312,281
metal10.jpg,512,384,metal,242,6,501,377
metal100.jpg,512,384,metal,90,18,431,343
metal101.jpg,512,384,metal,168,112,487,352
metal102.jpg,512,384,metal,161,75,357,327
metal103.jpg,512,384,metal,114,102,376,300
metal104.jpg,512,384,metal,188,1,453,259
metal105.jpg,512,384,metal,68,82,509,382
metal106.jpg,512,384,metal,121,111,454,384
metal107.jpg,512,384,metal,94,54,352,316
metal108.jpg,512,384,metal,4,48,509,382
metal109.jpg,512,384,metal,242,2,510,316
metal11.jpg,512,384,metal,23,2,507,370
metal110.jpg,512,384,metal,25,111,378,362
metal111.jpg,512,384,metal,73,1,512,376
metal112.jpg,512,384,metal,109,53,509,384
metal113.jpg,512,384,metal,185,66,512,383
metal114.jpg,512,384,metal,4,51,504,382
metal115.jpg,512,384,metal,8,3,512,236
metal116.jpg,512,384,metal,143,107,366,329
metal117.jpg,512,384,metal,100,19,437,357
metal118.jpg,512,384,metal,37,4,485,361
metal119.jpg,512,384,metal,144,54,382,291
metal12.jpg,512,384,metal,7,118,512,380
metal120.jpg,512,384,metal,6,27,512,379
metal121.jpg,512,384,metal,88,114,503,384
metal122.jpg,512,384,metal,125,93,365,320
metal123.jpg,512,384,metal,137,1,512,323
metal124.jpg,512,384,metal,137,115,351,272
metal125.jpg,512,384,metal,81,108,465,265
metal126.jpg,512,384,metal,2,1,455,383
metal127.jpg,512,384,metal,119,1,455,325
metal128.jpg,512,384,metal,152,2,346,382
metal129.jpg,512,384,metal,114,80,331,384
metal13.jpg,512,384,metal,250,45,512,384
metal130.jpg,512,384,metal,151,75,443,384
metal131.jpg,512,384,metal,168,109,363,305
metal132.jpg,512,384,metal,28,34,512,332
metal133.jpg,512,384,metal,187,43,478,334
metal134.jpg,512,384,metal,90,77,512,381
metal135.jpg,512,384,metal,106,105,512,384
metal136.jpg,512,384,metal,172,175,438,384
metal137.jpg,512,384,metal,75,116,512,329
metal138.jpg,512,384,metal,134,74,406,345
metal139.jpg,512,384,metal,226,1,512,384
metal14.jpg,512,384,metal,150,22,512,381
metal140.jpg,512,384,metal,117,8,419,312
metal141.jpg,512,384,metal,185,2,512,384
metal142.jpg,512,384,metal,117,2,501,384
metal143.jpg,512,384,metal,68,96,478,382
metal144.jpg,512,384,metal,2,75,501,384
metal145.jpg,512,384,metal,139,55,432,311
metal146.jpg,512,384,metal,112,98,400,384
metal147.jpg,512,384,metal,105,42,465,331
metal148.jpg,512,384,metal,175,146,276,243
metal149.jpg,512,384,metal,157,116,299,277
metal15.jpg,512,384,metal,72,140,410,337
metal150.jpg,512,384,metal,76,140,453,264
metal151.jpg,512,384,metal,3,1,491,377
metal152.jpg,512,384,metal,173,152,286,241
metal153.jpg,512,384,metal,54,86,512,368
metal154.jpg,512,384,metal,125,104,333,284
metal155.jpg,512,384,metal,189,132,284,228
metal156.jpg,512,384,metal,192,75,299,270
metal157.jpg,512,384,metal,29,1,463,275
metal158.jpg,512,384,metal,182,57,446,321
metal159.jpg,512,384,metal,174,131,341,251
metal16.jpg,512,384,metal,35,52,510,384
metal160.jpg,512,384,metal,177,111,314,266
metal161.jpg,512,384,metal,161,1,473,366
metal162.jpg,512,384,metal,1,1,512,384
metal163.jpg,512,384,metal,53,11,435,294
metal164.jpg,512,384,metal,128,73,415,289
metal165.jpg,512,384,metal,140,148,311,226
metal166.jpg,512,384,metal,209,152,274,233
metal167.jpg,512,384,metal,150,90,358,301
metal168.jpg,512,384,metal,1,4,420,384
metal169.jpg,512,384,metal,103,36,403,353
metal17.jpg,512,384,metal,88,19,353,293
metal170.jpg,512,384,metal,62,19,365,341
metal171.jpg,512,384,metal,33,1,321,384
metal172.jpg,512,384,metal,30,27,410,384
metal173.jpg,512,384,metal,96,11,407,375
metal174.jpg,512,384,metal,109,1,512,311
metal175.jpg,512,384,metal,117,5,416,365
metal176.jpg,512,384,metal,1,1,508,384
metal177.jpg,512,384,metal,10,1,446,384
metal178.jpg,512,384,metal,122,143,266,233
metal179.jpg,512,384,metal,213,117,374,302
metal18.jpg,512,384,metal,115,146,355,271
metal180.jpg,512,384,metal,1,1,510,381
metal181.jpg,512,384,metal,117,57,368,308
metal182.jpg,512,384,metal,151,123,327,322
metal183.jpg,512,384,metal,102,206,220,384
metal184.jpg,512,384,metal,168,42,464,343
metal185.jpg,512,384,metal,69,81,476,344
metal186.jpg,512,384,metal,169,109,511,384
metal187.jpg,512,384,metal,1,1,311,263
metal188.jpg,512,384,metal,33,41,400,269
metal189.jpg,512,384,metal,2,55,459,355
metal19.jpg,512,384,metal,91,20,379,312
metal190.jpg,512,384,metal,33,1,378,356
metal191.jpg,512,384,metal,65,25,354,307
metal192.jpg,512,384,metal,22,1,437,384
metal193.jpg,512,384,metal,59,2,388,376
metal194.jpg,512,384,metal,1,1,313,336
metal195.jpg,512,384,metal,160,87,365,301
metal196.jpg,512,384,metal,1,1,512,384
metal197.jpg,512,384,metal,81,52,437,327
metal198.jpg,512,384,metal,81,44,329,351
metal199.jpg,512,384,metal,33,91,377,261
metal2.jpg,512,384,metal,141,71,325,296
metal20.jpg,512,384,metal,1,1,445,384
metal200.jpg,512,384,metal,72,24,353,362
metal201.jpg,512,384,metal,68,82,379,297
metal202.jpg,512,384,metal,93,117,404,351
metal203.jpg,512,384,metal,189,86,329,259
metal204.jpg,512,384,metal,179,105,382,259
metal205.jpg,512,384,metal,112,95,304,336
metal206.jpg,512,384,metal,181,94,336,275
metal207.jpg,512,384,metal,154,104,332,262
metal208.jpg,512,384,metal,179,107,316,280
metal209.jpg,512,384,metal,207,109,409,287
metal21.jpg,512,384,metal,178,89,438,384
metal210.jpg,512,384,metal,145,123,383,293
metal211.jpg,512,384,metal,179,75,341,281
metal212.jpg,512,384,metal,99,71,258,271
metal213.jpg,512,384,metal,132,119,319,270
metal214.jpg,512,384,metal,207,116,311,256
metal215.jpg,512,384,metal,159,130,312,287
metal216.jpg,512,384,metal,148,94,355,307
metal217.jpg,512,384,metal,1,1,354,259
metal218.jpg,512,384,metal,146,156,426,384
metal219.jpg,512,384,metal,118,25,349,330
metal22.jpg,512,384,metal,172,77,421,317
metal220.jpg,512,384,metal,108,59,427,384
metal221.jpg,512,384,metal,31,2,511,384
metal222.jpg,512,384,metal,121,23,512,381
metal223.jpg,512,384,metal,196,41,511,384
metal224.jpg,512,384,metal,79,89,512,350
metal225.jpg,512,384,metal,70,54,381,362
metal226.jpg,512,384,metal,89,1,437,349
metal227.jpg,512,384,metal,90,87,419,384
metal228.jpg,512,384,metal,165,104,333,282
metal229.jpg,512,384,metal,72,1,512,384
metal23.jpg,512,384,metal,116,88,491,384
metal230.jpg,512,384,metal,15,127,448,384
metal231.jpg,512,384,metal,1,1,355,278
metal232.jpg,512,384,metal,1,1,512,384
metal233.jpg,512,384,metal,98,92,510,299
metal234.jpg,512,384,metal,269,1,512,371
metal235.jpg,512,384,metal,23,107,383,384
metal236.jpg,512,384,metal,47,29,512,384
metal237.jpg,512,384,metal,39,61,512,375
metal238.jpg,512,384,metal,205,82,471,384
metal239.jpg,512,384,metal,94,29,409,366
metal24.jpg,512,384,metal,104,82,364,344
metal240.jpg,512,384,metal,178,1,412,248
metal241.jpg,512,384,metal,65,40,381,350
metal242.jpg,512,384,metal,117,72,475,225
metal243.jpg,512,384,metal,182,173,423,384
metal244.jpg,512,384,metal,143,22,443,332
metal245.jpg,512,384,metal,238,79,477,316
metal246.jpg,512,384,metal,115,20,448,341
metal247.jpg,512,384,metal,192,107,506,384
metal248.jpg,512,384,metal,220,151,510,384
metal249.jpg,512,384,metal,48,93,442,384
metal25.jpg,512,384,metal,108,59,387,376
metal250.jpg,512,384,metal,266,58,477,358
metal251.jpg,512,384,metal,4,1,511,371
metal252.jpg,512,384,metal,97,23,463,384
metal253.jpg,512,384,metal,118,1,440,336
metal254.jpg,512,384,metal,1,1,512,384
metal255.jpg,512,384,metal,204,158,488,384
metal256.jpg,512,384,metal,175,179,506,384
metal257.jpg,512,384,metal,1,49,512,384
metal258.jpg,512,384,metal,37,1,512,370
metal259.jpg,512,384,metal,1,112,512,384
metal26.jpg,512,384,metal,114,34,453,379
metal260.jpg,512,384,metal,136,91,511,384
metal261.jpg,512,384,metal,43,47,512,360
metal262.jpg,512,384,metal,2,55,512,384
metal263.jpg,512,384,metal,80,91,512,382
metal264.jpg,512,384,metal,35,58,503,384
metal265.jpg,512,384,metal,97,139,512,384
metal266.jpg,512,384,metal,106,16,402,342
metal267.jpg,512,384,metal,1,1,349,295
metal268.jpg,512,384,metal,153,103,327,294
metal269.jpg,512,384,metal,1,1,335,323
metal27.jpg,512,384,metal,133,43,434,338
metal270.jpg,512,384,metal,57,4,512,382
metal271.jpg,512,384,metal,1,32,446,384
metal272.jpg,512,384,metal,203,130,335,260
metal273.jpg,512,384,metal,162,1,463,384
metal274.jpg,512,384,metal,128,83,512,384
metal275.jpg,512,384,metal,176,178,433,384
metal276.jpg,512,384,metal,1,1,361,293
metal277.jpg,512,384,metal,94,1,424,384
metal278.jpg,512,384,metal,1,1,413,290
metal279.jpg,512,384,metal,211,121,399,314
metal28.jpg,512,384,metal,141,73,430,355
